Category ID	Category Name	Number	Name
8	Brick, Round	3062b	Brick, Round 1 x 1 Open Stud
8	Brick, Round	3062old	Brick, Round 1 x 1 Old - No Bottom Lip
8	Brick, Round	3063	Brick, Round Corner 2 x 2 Macaroni
5	Brick	3065	Brick 1 x 2 without Bottom Tube
5	Brick	3066	Brick 1 x 4 without Bottom Tubes
5	Brick	3067	Brick 1 x 6 without Bottom Tubes
37	Tile	3068	Tile 2 x 2 (undetermined type)
39	Tile, Decorated	3068bp07	Tile 2 x 2 with Grille Black Pattern
39	Tile, Decorated	3068bp08	Tile 2 x 2 with Arrow Thin Yellow with Black Border Pattern
39	Tile, Decorated	3068bp10	Tile 2 x 2 with Explorien Logo Pattern
39	Tile, Decorated	3068bps1	Tile 2 x 2 with SW Rebel Mechanical Pattern
39	Tile, Decorated	3068bp17	Tile 2 x 2 with Black Circle Small Pattern
39	Tile, Decorated	3068bp18	Tile 2 x 2 with Arrow Wide Black Pattern
39	Tile, Decorated	3068bp22	Tile 2 x 2 with Tool Sledgehammer Pattern
39	Tile, Decorated	3068bp23	Tile 2 x 2 with Tool Wrench Pattern
39	Tile, Decorated	3068bp50	Tile 2 x 2 with Arrow in Blue Circle Pattern
39	Tile, Decorated	3068bp51	Tile 2 x 2 with Spyrius Blue Screen, Silver and Red Panel Pattern
39	Tile, Decorated	3068bp52	Tile 2 x 2 with Red Cross Pattern
39	Tile, Decorated	3068bp57	Tile 2 x 2 with Classic Fire Logo Small Pattern
39	Tile, Decorated	3068bp65	Tile 2 x 2 with Black Stove Top 3 Burner Pattern (Sticker)
39	Tile, Decorated	3068bp66	Tile 2 x 2 with Coast Guard Shield and Stripes Pattern
39	Tile, Decorated	3068bp67	Tile 2 x 2 with Red Quarter Rings Pattern
39	Tile, Decorated	3068p68	Tile 2 x 2 with MTRON Logo Pattern
39	Tile, Decorated	3068bp81	Tile 2 x 2 with Number  1 Pattern
39	Tile, Decorated	3068bp87	Tile 2 x 2 with Number  7 Pattern
39	Tile, Decorated	3068bp16	Tile 2 x 2 with Black Circle Large Pattern
39	Tile, Decorated	3068bp06	Tile 2 x 2 with Red Warning Triangle Pattern
37	Tile	3069	Tile 1 x 2 (undetermined type)
39	Tile, Decorated	3069bp01	Tile 1 x 2 with Mail Envelope, Address and Stamp Pattern
39	Tile, Decorated	3069bp05	Tile 1 x 2 with Black Grille Pattern
39	Tile, Decorated	3069bp06	Tile 1 x 2 with Arrow Long Yellow with Black Border Pattern
39	Tile, Decorated	3069bp07	Tile 1 x 2 with Arrow Long Red with Silver Border Pattern
39	Tile, Decorated	3069bp09	Tile 1 x 2 with Danger Chevrons Red Pattern
39	Tile, Decorated	3069bps1	Tile 1 x 2 with SW Computer Pattern
39	Tile, Decorated	3069p12	Tile 1 x 2 with Arrow Long Black Pattern
39	Tile, Decorated	3069bp13	Tile 1 x 2 with Arrow Short Yellow with Black Border Pattern
39	Tile, Decorated	3069bp15	Tile 1 x 2 with Arrow Short Red with Silver Border Pattern
39	Tile, Decorated	3069bp21	Tile 1 x 2 with Arrow Short Yellow without Black Border Pattern
39	Tile, Decorated	3069bp25	Tile 1 x 2 with Computer Pattern
39	Tile, Decorated	3069p30	Tile 1 x 2 with Controls Pattern
39	Tile, Decorated	3069bp52	Tile 1 x 2 with Telemetry Panel Pattern
39	Tile, Decorated	3069bp68	Tile 1 x 2 with Red and Yellow Controls Pattern
37	Tile	3070	Tile 1 x 1 (undetermined type)
39	Tile, Decorated	3070bpc2	Tile 1 x 1 with Computer Display Pattern
39	Tile, Decorated	3070bp06	Tile 1 x 1 with Red and Black Buttons Pattern
130	Baseplate, Road	309p01	Baseplate, Road 32 x 32 Service Station with Green Lines Pattern
113	Window	31	Window 1 x 3 x 2 with Fixed Glass
112	Hook	3127	Hook, Plate, Modified 1 x 2 with Crane Hook Left
22	Hinge	313	Hinge Plate 2 x X Pivot
7	Brick, Modified	3134	Brick, Modified 1 x 2 with Cable Holding Cutout
7	Brick, Modified	3137	Brick, Modified 2 x 2 with Wheels Holder, Closed Loops
43	Wheel	3137c01	Brick, Modified 2 x 2 with Wheels Red for Single Tire
22	Hinge	314	Hinge Plate 2 x 5 Top
1	Antenna	3144	Antenna with Side Spokes
72	Vehicle	3145	Vehicle, Tipper End Flat with Pins
22	Hinge	3149	Hinge Plate 2 x 5 Base
22	Hinge	3149c01	Hinge Plate 2 x 5 - Complete Assembly
27	Plate, Modified	3176	Plate, Modified 3 x 2 with Hole
27	Plate, Modified	3183	Plate, Modified 1 x 4 with Towball Socket, Undetermined Type
27	Plate, Modified	3184	Plate, Modified 1 x 4 with Towball
13	Fence	3185	Fence 1 x 4 x 2
13	Fence	3186	Fence Gate 1 x 4 x 2
13	Fence	3187	Fence Gate 1 x 4 x 2 Base
12	Door	3188	Door 1 x 3 x 2 Right
12	Door	3189	Door 1 x 3 x 2 Left
12	Door	3192	Door 1 x 3 x 3 Right
12	Door	3193	Door 1 x 3 x 3 Left
12	Door	3194	Door 1 x 5 x 4 Right
12	Door	3195	Door 1 x 5 x 4 Left
12	Door	32bc01	Door 1 x 2 x 3 Left (old type)
135	Technic, Brick	32000	Technic, Brick 1 x 2 with Holes
140	Technic, Plate	32001	Technic, Plate 2 x 6 with 5 Holes
139	Technic, Pin	32002	Technic, Pin 3/4
43	Wheel	32007	Technic Tread Hub
137	Technic, Liftarm	32009	Technic, Liftarm 1 x 11.5 Double Bent Thick
133	Technic, Connector	32013	Technic, Axle and Pin Connector Angled #1
133	Technic, Connector	32014	Technic, Axle and Pin Connector Angled #6 - 90 degrees
133	Technic, Connector	32015	Technic, Axle and Pin Connector Angled #5 - 112.5 degrees
133	Technic, Connector	32016	Technic, Axle and Pin Connector Angled #3 - 157.5 degrees
137	Technic, Liftarm	32017	Technic, Liftarm 1 x 5 Thin
135	Technic, Brick	32018	Technic, Brick 1 x 14 with Holes
27	Plate, Modified	32028	Plate, Modified 1 x 2 with Door Rail
133	Technic, Connector	32034	Technic, Axle and Pin Connector Angled #2 - 180 degrees
133	Technic, Connector	32039	Technic, Axle Connector with Axle Hole
139	Technic, Pin	32054	Technic, Pin Long with Friction Ridges Lengthwise and Stop Bush
137	Technic, Liftarm	32056	Technic, Liftarm 3 x 3 L-Shape Thin
583	Wedge, Plate	32059	Wedge, Plate 4 x 6 Cut Corners
134	Technic, Axle	32062	Technic, Axle 2 Notched
137	Technic, Liftarm	32063	Technic, Liftarm 1 x 6 Thin
135	Technic, Brick	32064	Technic, Brick 1 x 2 with Axle Hole
137	Technic, Liftarm	32065	Technic, Liftarm 1 x 7 Thin
133	Technic, Connector	32068	Technic, Axle and Pin Connector Perpendicular 3L with Pin Hole
141	Technic, Steering	32069	Technic, Steering Arm with Pins
134	Technic, Axle	32073	Technic, Axle 5
463	Electric, Programmable	32109	Mindstorms RCX Brick Bottom Cover 8 x 12
140	Technic, Plate	32124	Technic, Plate 1 x 5 with Smooth Ends, 4 Studs and Center Axle Hole
139	Technic, Pin	32138	Technic, Pin Double with Axle Hole
133	Technic, Connector	32137	Technic, Modular Connector
137	Technic, Liftarm	32140	Technic, Liftarm 2 x 4 L-Shape Thick
36	Technic	32165	Technic Block 3 x 6 x 1 & 2/3
136	Technic, Gear	32166	Technic, Gearbox Half
137	Technic, Liftarm	32177	Technic, Liftarm 1 x 7 with Fan
124	Train	3218	Train Direction Switch - 4.5V 2 x 3
136	Technic, Gear	32185	Technic, Gear Rack 1 x 14 with Holes
36	Technic	32187	Technic Driving Ring Extension
154	Technic, Panel	32188	Technic, Panel Fairing # 3 Large Long, Large Holes, Side A
154	Technic, Panel	32189	Technic, Panel Fairing # 4 Large Long, Large Holes, Side B
154	Technic, Panel	32190	Technic, Panel Fairing # 1 Large Short, Large Holes, Side A
154	Technic, Panel	32191	Technic, Panel Fairing # 2 Large Short, Large Holes, Side B
136	Technic, Gear	32198	Technic, Gear 20 Tooth Bevel
527	Hose, Soft Axle	32199	Hose, Soft Axle 11
527	Hose, Soft Axle	32200	Hose, Soft Axle 12
527	Hose, Soft Axle	32201	Hose, Soft Axle 14
527	Hose, Soft Axle	32202	Hose, Soft Axle 16
527	Hose, Soft Axle	32235	Hose, Soft Axle 19
128	Train, Track	3231	Train, Track 4.5V Crossing
36	Technic	32310	Technic Block 3 x 5 x 1 2/3
137	Technic, Liftarm	32348	Technic, Liftarm 1 x 7 Bent (4 - 4) Thick
31	Slope	3297	Slope 33 3 x 4
33	Slope, Decorated	3297p01	Slope 33 3 x 4 with Red Stripes Pattern
33	Slope, Decorated	3297p02	Slope 33 3 x 4 with Yellow Triangles Pattern
33	Slope, Decorated	3297p03	Slope 33 3 x 4 with White Stripes Pattern
31	Slope	3298	Slope 33 3 x 2
33	Slope, Decorated	3298p10	Slope 33 3 x 2 with Explorien Logo Pattern
33	Slope, Decorated	3298p17	Slope 33 3 x 2 with Red Stripes Pattern
33	Slope, Decorated	3298p18	Slope 33 3 x 2 with Yellow Triangles Pattern
33	Slope, Decorated	3298p20	Slope 33 3 x 2 with White Stripes Pattern
33	Slope, Decorated	3298p21	Slope 33 3 x 2 with Red Stars Pattern
33	Slope, Decorated	3298p54	Slope 33 3 x 2 with Number 1 Pattern
33	Slope, Decorated	3298p55	Slope 33 3 x 2 with Number 2 Pattern
33	Slope, Decorated	3298p56	Slope 33 3 x 2 with Number 3 Pattern
33	Slope, Decorated	3298p68	Slope 33 3 x 2 with MTron Logo Pattern
33	Slope, Decorated	3298p90	Slope 33 3 x 2 with Classic Space Logo Pattern
31	Slope	3299	Slope 33 2 x 4 Double
12	Door	33bc01	Door 1 x 2 x 3 Right (old type)
31	Slope	3300	Slope 33 2 x 2 Double
102	Scala	33062	Scala Plate 4 x 4
6	Brick, Arch	3307	Brick, Arch 1 x 6 x 2
6	Brick, Arch	3308	Brick, Arch 1 x 8 x 2
22	Hinge	3315	Hinge Plate 2 x 4 - Male (Digger Bucket Holder)
7	Brick, Modified	3317	Brick, Modified 1 x 2 with Digger Bucket Arm Holder
22	Hinge	3324	Hinge Plate 2 x 9 Base
22	Hinge	3324c01	Hinge Plate 2 x 9 - Complete Assembly
13	Fence	33303	Fence 1 x 4 x 2 Paled (Picket)
153	Fabuland	fabef1	Fabuland Mailbox 4 x 4 x 4
153	Fabuland	4231	Fabuland Mailbox 4 x 4 x 2 Top
2	Baseplate	3334	Baseplate 16 x 24
13	Fence	3358	Fence Gate 1 x 3 x 2
13	Fence	3359	Fence Gate 1 x 3 x 2 Base
40	Turntable	3403	Turntable 4 x 4 Square Base
40	Turntable	3404	Turntable 4 x 4 Top
72	Vehicle	3433	Vehicle, Digger Bucket Smooth 3 x 5 x 1 & 1/3
72	Vehicle	3436	Vehicle, Tipper End Sloped
6	Brick, Arch	3455	Brick, Arch 1 x 6
26	Plate	3456	Plate 6 x 14
26	Plate	3460	Plate 1 x 8
30	Propeller	3461	Propeller 4 Blade 5 Diameter with Hole for Rotor Holder
27	Plate, Modified	3462	Plate, Modified 2 x 3 with Helicopter Rotor Holder
43	Wheel	3464	Wheel Center Small with Stub Axles (Pulley Wheel)
95	Plant, Tree	3470	Plant, Tree Fruit
95	Plant, Tree	3471	Plant, Tree Pine Large 4 x 4 x 6 2/3
583	Wedge, Plate	3474	Wedge, Plate 4 x 8 Tail
93	Aircraft	3475	Engine, Smooth Small, 1 x 2 Side Plate (Undetermined Axle Holders Type)
106	Tail	3479	Tail 4 x 2 x 2
30	Propeller	3480	Propeller 2 Blade Helicopter Tail
27	Plate, Modified	3481	Plate, Modified 2 x 2 with Helicopter Tail Rotor Holder
43	Wheel	3482	Wheel with Split Axle hole
111	Tire & Tread	3483	Tire Offset Tread
27	Plate, Modified	3491	Plate, Modified 2 x 5 with Towball Socket
2	Baseplate	3497	Baseplate  8 x 24
43	Wheel	35	Wheel Spoked Large
540	Door Frame	3579	Door Frame 1 x 3 x 4
7	Brick, Modified	3581	Brick, Modified 1 x 1 x 2 with Shutter Holder
113	Window	3582	Window 1 x 2 x 2 Shutter
583	Wedge, Plate	3585	Wedge, Plate 7 x 12 Wing Right
583	Wedge, Plate	3586	Wedge, Plate 7 x 12 Wing Left
106	Tail	3587	Tail Old
76	Flag	3596	Flag on Flagpole, Straight
738	Flag, Decorated	3596p01	Flag on Flagpole, Straight with Stripes Pattern
22	Hinge	3597	Hinge Plate 2 x 4 - Female (Digger Bucket Holder)
111	Tire & Tread	36	Tire Smooth Old Style - Large
45	Arm	3612	Arm Piece Straight with 2 and 3 Fingers
45	Arm	3613	Arm Piece with Towball Socket, 3 Fingers
5	Brick	3622	Brick 1 x 3
118	Brick, Decorated	3622p02	Brick 1 x 3 with Control Panel Pattern
26	Plate	3623	Plate 1 x 3
16	Minifig, Headgear	3624	Minifig, Headgear Hat, Police
238	Minifig, Head	3626a	Minifig, Head (Plain) - Stud Solid
238	Minifig, Head	3626b	Minifig, Head (Plain) - Stud Hollow
238	Minifig, Head	3626bp01	Minifig, Head Standard Grin Pattern - Stud Hollow
238	Minifig, Head	3626bp02	Minifig, Head Female with Red Lips, Eyelashes (Standard Woman Pattern)
238	Minifig, Head	3626bp03	Minifig, Head Moustache Pointed with Standard Grin Pattern
238	Minifig, Head	3626bp04	Minifig, Head Glasses with Black Sunglasses and Standard Grin Pattern
238	Minifig, Head	3626bp05	Minifig, Head Male Standard Grin and Eyebrows Pattern
238	Minifig, Head	3626bp63	Minifig, Head Alien with Robot Silver Pattern
13	Fence	3633	Fence 1 x 4 x 1
111	Tire & Tread	3634	Tire 17 x 43
22	Hinge	3639	Hinge Plate 2 x 4 with Articulated Joint - Male
22	Hinge	3640	Hinge Plate 2 x 4 with Articulated Joint - Female
111	Tire & Tread	3641	Tire Offset Tread Small
12	Door	3644	Door 1 x 4 x 6
136	Technic, Gear	3647	Technic, Gear 8 Tooth Type 1
136	Technic, Gear	3648	Technic, Gear 24 Tooth (New Style with Single Axle Hole)
136	Technic, Gear	3649	Technic, Gear 40 Tooth
136	Technic, Gear	3650a	Technic, Gear 24 Tooth Crown (Old Style)
133	Technic, Connector	3651	Technic, Axle and Pin Connector
6	Brick, Arch	3659	Brick, Arch 1 x 4
32	Slope, Inverted	3660	Slope, Inverted 45 2 x 2
776	Slope, Inverted, Decorated	3660p01	Slope, Inverted 45 2 x 2 with Computer Screen and Right Side Buttons Pattern
32	Slope, Inverted	3665	Slope, Inverted 45 2 x 1
26	Plate	3666	Plate 1 x 6
2	Baseplate	367	Baseplate 24 x 24 with Studs on Edges
139	Technic, Pin	3673	Technic, Pin without Friction Ridges Lengthwise
31	Slope	3675	Slope 33 3 x 3 Double Convex
32	Slope, Inverted	3676	Slope, Inverted 45 2 x 2 Double Convex
31	Slope	3678a	Slope 65 2 x 2 x 2 Smooth without Bottom Tube
40	Turntable	3679	Turntable 2 x 2 Plate, Top
40	Turntable	3680	Turntable 2 x 2 Plate, Base
31	Slope	3684	Slope 75 2 x 2 x 3
33	Slope, Decorated	3684p22	Slope 75 2 x 2 x 3 with Ferry Windows Black Pattern
31	Slope	3685	Slope 75 2 x 2 x 3 Double Convex
31	Slope	3688	Slope 75 2 x 2 x 2 Quadruple Convex
135	Technic, Brick	3700	Technic, Brick 1 x 2 with Hole
135	Technic, Brick	3701	Technic, Brick 1 x 4 with Holes
135	Technic, Brick	3702	Technic, Brick 1 x 8 with Holes
135	Technic, Brick	3703	Technic, Brick 1 x 16 with Holes
134	Technic, Axle	3704	Technic, Axle 2
134	Technic, Axle	3705	Technic, Axle 4
134	Technic, Axle	3705b	Technic, Axle 4 Threaded
134	Technic, Axle	3706	Technic, Axle 6
134	Technic, Axle	3707	Technic, Axle 8
134	Technic, Axle	3708	Technic, Axle 12
7	Brick, Modified	3709a	Brick, Modified 2 x 4 with Top/Side/End Holes
140	Technic, Plate	3709b	Technic, Plate 2 x 4 with 3 Holes
26	Plate	3710	Plate 1 x 4
138	Technic, Link	3711	Technic, Link Chain
36	Technic	3713	Technic Bush
27	Plate, Modified	3730	Plate, Modified 2 x 2 with Towball Socket, Short, 4 Slots
27	Plate, Modified	3731	Plate, Modified 2 x 2 with Towball
141	Technic, Steering	3736	Technic, Steering Pulley Large
134	Technic, Axle	3737	Technic, Axle 10
134	Technic, Axle	3737b	Technic, Axle 10 Threaded
140	Technic, Plate	3738	Technic, Plate 2 x 8 with 7 Holes
43	Wheel	3739	Wheel 24 x 43 Technic
2	Baseplate	374	Baseplate 16 x 32 Rounded Corners
111	Tire & Tread	3740	Tire 24 x 43 Technic
25	Plant	3741	Plant Flower Stem
25	Plant	3742	Plant Flower Small
136	Technic, Gear	3743	Technic, Gear Rack 1 x 4
32	Slope, Inverted	3747a	Slope, Inverted 33 3 x 2 without Connections between Studs
134	Technic, Axle	3749	Technic, Axle Pin without Friction Ridges Lengthwise
2	Baseplate	374p01	Baseplate 16 x 32 Rounded Corners and Set 350 Dots Pattern
5	Brick	3754	Brick 1 x 6 x 5
118	Brick, Decorated	3754p01	Brick 1 x 6 x 5 with LL2079 Floating Astronaut Pattern
5	Brick	3755	Brick 1 x 3 x 5
113	Window	3761	Window 1 x 6 x 5
81	Glass	3762	Glass for Window 1 x 6 x 5
77	Vehicle, Mudguard	3787	Vehicle, Mudguard 2 x 4 with Arch Smooth
77	Vehicle, Mudguard	3788	Vehicle, Mudguard 2 x 4 with Arch Studded
27	Plate, Modified	3794	Plate, Modified 1 x 2 with 1 Stud (Jumper)
26	Plate	3795	Plate 2 x 6
2	Baseplate	3811	Baseplate 32 x 32
2	Baseplate	3811p01	Baseplate 32 x 32 with Set 7838 Dots Pattern
12	Door	3821	Door 1 x 3 x 1 Right
12	Door	3822	Door 1 x 3 x 1 Left
115	Windscreen	3823	Windscreen 2 x 4 x 2
72	Vehicle	3829c01	Vehicle, Steering Stand 1 x 2 with Black Steering Wheel
22	Hinge	3830	Hinge Brick 1 x 4 Swivel Top
22	Hinge	3831	Hinge Brick 1 x 4 Swivel Base
26	Plate	3832	Plate 2 x 10
16	Minifig, Headgear	3833	Minifig, Headgear Construction Helmet
16	Minifig, Headgear	3834	Minifig, Headgear Fire Helmet
142	Minifig, Body Wear	3838	Minifig, Airtanks
27	Plate, Modified	3839	Plate, Modified 1 x 2 with Handles - Undetermined Ends and Attachment Type
142	Minifig, Body Wear	3840	Minifig, Vest
18	Minifig, Utensil	3841	Minifig, Utensil Pickaxe
16	Minifig, Headgear	3844	Minifig, Headgear Helmet Castle with Neck Protector
418	Minifig, Shield	3846	Minifig, Shield Triangular
418	Minifig, Shield	3846p47	Minifig, Shield Triangular with Red/Gray Halves and Blue Border Pattern
19	Minifig, Weapon	3847	Minifig, Weapon Sword, Shortsword
19	Minifig, Weapon	3848	Minifig, Weapon Halberd
19	Minifig, Weapon	3849	Minifig, Weapon Lance
18	Minifig, Utensil	3852	Minifig, Utensil Hairbrush (undetermined Handle Length)
113	Window	3853	Window 1 x 4 x 3
113	Window	3854	Window 1 x 2 x 3 Pane
81	Glass	3855	Glass for Window 1 x 4 x 3
113	Window	3856	Window 1 x 2 x 3 Shutter
2	Baseplate	3857	Baseplate 16 x 32
12	Door	3861	Door 1 x 4 x 5 with 4 Panes
2	Baseplate	3865	Baseplate  8 x 16
2	Baseplate	3867	Baseplate 16 x 16
138	Technic, Link	3873	Technic, Link Tread
135	Technic, Brick	3894	Technic, Brick 1 x 6 with Holes
135	Technic, Brick	3895	Technic, Brick 1 x 12 with Holes
16	Minifig, Headgear	3896	Minifig, Headgear Helmet Castle with Chin Guard
18	Minifig, Utensil	3899	Minifig, Utensil Cup
113	Window	39	Window 1 x 1 x 1
583	Wedge, Plate	3933	Wedge, Plate 8 x 4 Wing Left
583	Wedge, Plate	3934	Wedge, Plate 8 x 4 Wing Right
583	Wedge, Plate	3935	Wedge, Plate 4 x 4 Wing Right
583	Wedge, Plate	3936	Wedge, Plate 4 x 4 Wing Left
22	Hinge	3937	Hinge Brick 1 x 2 Base
22	Hinge	3938	Hinge Brick 1 x 2 Top Plate Thin
31	Slope	3939	Slope 33 3 x 6
33	Slope, Decorated	3939p68	Slope 33 3 x 6 with MTron Logo Pattern
105	Support	3940	Support 2 x 2 x 2 Stand
8	Brick, Round	3941	Brick, Round 2 x 2
21	Cone	3942	Cone 2 x 2 x 2 - Undetermined Stud Type
21	Cone	3943b	Cone 4 x 4 x 2 with Axle Hole
4	Bracket	3956	Bracket 2 x 2 - 2 x 2
1	Antenna	3957	Antenna 1 x 4
26	Plate	3958	Plate 6 x 6
18	Minifig, Utensil	3959	Minifig, Utensil Space Gun / Torch
116	Dish	3960	Dish 4 x 4 Inverted (Radar)
116	Dish	3961	Dish 8 x 8 Inverted (Radar)
18	Minifig, Utensil	3962	Minifig, Utensil Radio (Undetermined Handle Type)
7	Brick, Modified	3963	Brick, Modified 1 x 1 with 3 Loudspeakers / Space Positioning Rockets
18	Minifig, Utensil	4006	Minifig, Utensil Spanner / Screwdriver
136	Technic, Gear	4019	Technic, Gear 16 Tooth (Old Style with Round Holes)
124	Train	4022	Train Buffer Beam
124	Train	4023	Train Coupling
28	Plate, Round	4032	Plate, Round 2 x 2 with Axle Hole
113	Window	4033	Window 1 x 4 x 3 Train with All Studs Hollow
81	Glass	4034	Glass for Train Window 1 x 4 x 3
113	Window	4035	Window 1 x 2 x 3 Train
81	Glass	4036	Glass for Train Window 1 x 2 x 3
7	Brick, Modified	4070	Brick, Modified 1 x 1 with Headlight
28	Plate, Round	4073	Plate, Round 1 x 1 Straight Side
18	Minifig, Utensil	4079	Minifig, Utensil Seat 2 x 2
72	Vehicle	4080	Vehicle, Tipper Bed 4 x 6
27	Plate, Modified	4081a	Plate, Modified 1 x 1 with Clip Light - Thin Ring
10	Container	4082	Container, Box 6 x 8 x 1 1/3 Bottom
46	Bar	4083	Bar 1 x 4 x 2 with Studs
111	Tire & Tread	4084	Tire Offset Tread Medium
27	Plate, Modified	4085	Plate, Modified 1 x 1 with Clip Vertical - Undetermined Type
7	Brick, Modified	4088	Brick, Modified 1 x 4 x 2 Center Stud Top
32	Slope, Inverted	4089	Slope, Inverted 33 3 x 2 Hollow with Towball (Arm Piece)
124	Train	4092u	Train Bogie Plate (Tile, Modified 6 x 4 with undetermined Pin Length)
124	Train	4093	Train Base 6 x 28 (Undetermined Number of Round Holes)
46	Bar	4095	Bar 6.6L with Stop Ring (Patio Umbrella Stand)
45	Arm	412	Arm Piece Turned with 2 and 3 Fingers
136	Technic, Gear	4143	Technic, Gear 14 Tooth Bevel
117	Tile, Round	4150	Tile, Round 2 x 2
117	Tile, Round	4150p01	Tile, Round 2 x 2 with Black Grid Large Pattern
117	Tile, Round	4150p04	Tile, Round 2 x 2 with Yellow Arrow with Black Border Pattern
117	Tile, Round	4150p07	Tile, Round 2 x 2 with Red and White Life Preserver Pattern (Sticker)
27	Plate, Modified	4151	Plate, Modified 8 x 8 with Grille
31	Slope	4161	Slope 33 3 x 3
37	Tile	4162	Tile 1 x 8
128	Train, Track	4166	Train, Track Sleeper Plate 2 x 8 with Cable Grooves
105	Support	4168	Support 1 x 16 Lattice (Train Signal Mast)
4	Bracket	4169	Bracket 2 x 3 - 1 x 3 (Train Signal Stand)
122	Electric, Train	4170	Electric, Train Light Prism 1 x 6 Holder
122	Electric, Train	4171	Electric, Train Light Prism 1 x 3
27	Plate, Modified	4175	Plate, Modified 1 x 2 with Ladder
115	Windscreen	4176	Windscreen 2 x 6 x 2
124	Train	4178	Train Base 6 x 16
12	Door	4181	Door 1 x 4 x 5 Train Left
642	Door, Decorated	4181p01	Door 1 x 4 x 5 Train Left with Yellow Bottom Half Pattern
642	Door, Decorated	4181p02	Door 1 x 4 x 5 Train Left with Red Bottom Half Pattern
642	Door, Decorated	4181p03	Door 1 x 4 x 5 Train Left with White Stripe Pattern
642	Door, Decorated	4181p04	Door 1 x 4 x 5 Train Left with Red/White/Blue Stripe Pattern
642	Door, Decorated	4181p05	Door 1 x 4 x 5 Train Left with Blue Bottom Half Pattern
642	Door, Decorated	4181p06	Door 1 x 4 x 5 Train Left with Red/Blue Stripe Pattern
12	Door	4182	Door 1 x 4 x 5 Train Right
642	Door, Decorated	4182p01	Door 1 x 4 x 5 Train Right with Yellow Bottom Half Pattern
642	Door, Decorated	4182p02	Door 1 x 4 x 5 Train Right with Red Bottom Half Pattern
642	Door, Decorated	4182p03	Door 1 x 4 x 5 Train Right with White Stripe Pattern
642	Door, Decorated	4182p04	Door 1 x 4 x 5 Train Right with Red/White/Blue Stripe Pattern
